-1.7327	0.000000
-1.7492	0.000000
-1.7572	0.000000
-1.7570	0.000000
-1.7568	0.000000
-1.7374	0.000000
-1.7283	0.000000
-1.7437	0.000000
-1.7437	0.000000
-1.7346	0.000000
-1.7030	0.000000
-1.6860	0.000000
-1.7058	0.000000
-1.7229	0.000000
-1.7321	0.000000
-1.7485	0.000000
-1.7631	0.000000
-1.7088	0.000000
-1.7260	0.000000
-1.7267	3.750000E-5
-1.7649	7.500000E-5
-1.7538	1.125000E-4
-1.7341	1.875000E-4
-1.7341	3.750000E-4
-1.7629	6.375000E-4
-1.7523	9.375000E-4
-1.7235	0.001312
-1.6929	0.001725
-1.6769	0.002100
-1.6833	0.002588
-1.7087	0.003112
-1.7351	0.003750
-1.7345	0.004350
-1.7162	0.004950
-1.7348	0.005625
-1.7391	0.006300
-1.7719	0.007012
-1.7565	0.007800
-1.7696	0.008625
-1.7736	0.009487
-1.7728	0.010387
-1.7539	0.011175
-1.7721	0.012000
-1.8144	0.012750
-1.8034	0.013500
-1.7781	0.014250
-1.8204	0.015000
-1.8389	0.015713
-1.8567	0.016425
-1.8492	0.017025
-1.8496	0.017663
-1.8561	0.018338
-1.8994	0.019012
-1.9455	0.019687
-1.9452	0.020362
-1.9170	0.021037
-1.9150	0.021675
-1.9245	0.022350
-1.9214	0.023062
-1.9017	0.023662
-1.9303	0.024337
-1.9259	0.025050
-1.9583	0.025800
-1.9743	0.026550
-1.9840	0.027300
-1.9814	0.028050
-2.0171	0.028837
-2.0326	0.029587
-2.0509	0.030300
-2.0591	0.031087
-2.0338	0.031950
-2.0393	0.032888
-2.0468	0.033788
-2.0476	0.034725
-2.0834	0.035663
-2.1140	0.036600
-2.1218	0.037538
-2.1502	0.038512
-2.1775	0.039563
-2.2173	0.040650
-2.2390	0.041850
-2.2516	0.043050
-2.2684	0.044325
-2.2585	0.045637
-2.2477	0.046950
-2.2482	0.048188
-2.2677	0.049388
-2.2992	0.050513
-2.2770	0.051563
-2.2843	0.052575
-2.3062	0.053513
-2.3195	0.054375
-2.3336	0.055200
-2.3817	0.055988
-2.3792	0.056738
-2.3880	0.057488
-2.4038	0.058125
-2.4143	0.058725
-2.4366	0.059213
-2.4453	0.059738
-2.4337	0.060225
-2.4444	0.060675
-2.4271	0.061200
-2.4064	0.061800
-2.4170	0.062400
-2.4628	0.063038
-2.4819	0.063600
-2.5190	0.064125
-2.5615	0.064763
-2.5542	0.065400
-2.5793	0.066000
-2.5858	0.066638
-2.5547	0.067313
-2.5986	0.067875
-2.6473	0.068437
-2.6768	0.069038
-2.6781	0.069750
-2.6577	0.070425
-2.6590	0.071063
-2.6685	0.071813
-2.6889	0.072600
-2.6969	0.073463
-2.7032	0.074250
-2.7203	0.075037
-2.7951	0.075862
-2.8474	0.076575
-2.8437	0.077213
-2.8763	0.077850
-2.9000	0.078525
-2.9315	0.079200
-2.9410	0.079950
-2.9461	0.080663
-2.9802	0.081375
-2.9739	0.082125
-3.0101	0.082875
-3.0734	0.083588
-3.1049	0.084338
-3.1038	0.085013
-3.1256	0.085687
-3.1328	0.086363
-3.1743	0.087037
-3.1793	0.087750
-3.1923	0.088500
-3.2253	0.089213
-3.2872	0.089925
-3.2892	0.090638
-3.3078	0.091425
-3.3614	0.092213
-3.4227	0.093112
-3.4563	0.094088
-3.4991	0.095063
-3.5334	0.096038
-3.5930	0.096975
-3.6212	0.097912
-3.6746	0.098812
-3.7076	0.099712
-3.7762	0.100612
-3.8471	0.101438
-3.8951	0.102225
-3.9353	0.102937
-3.9410	0.103650
-3.9559	0.104363
-3.9926	0.105150
-4.0603	0.105900
-4.1114	0.106688
-4.1597	0.107513
-4.1869	0.108375
-4.2720	0.109163
-4.3359	0.109913
-4.3715	0.110700
-4.4181	0.111525
-4.4754	0.112350
-4.5364	0.113138
-4.5813	0.113963
-4.6249	0.114900
-4.7455	0.115838
-4.8282	0.116700
-4.8791	0.117563
-4.9579	0.118538
-5.0657	0.119438
-5.1271	0.120263
-5.1731	0.121125
-5.2364	0.122025
-5.3302	0.122925
-5.4221	0.123750
-5.5137	0.124650
-5.6012	0.125550
-5.6886	0.126412
-5.7689	0.127163
-5.8124	0.127950
-5.8834	0.128700
-5.9999	0.129375
-6.0623	0.129937
-6.1110	0.130387
-6.1618	0.130875
-6.2120	0.131325
-6.2709	0.131738
-6.3317	0.132188
-6.3665	0.132638
-6.4295	0.133163
-6.4553	0.133575
-6.4807	0.134100
-6.5420	0.134663
